movie_id,性别,星座,出生日期,出生地,职业,imdb编号,image,更多外文名,更多中文名,家庭成员,生卒日期,去世日期
1312820,男,巨蟹座,1986年07月12日,"中国,山东,德州",演员 / 配音,nm3358781,https://img9.doubanio.com/view/celebrity/raw/public/p1422629943.25.jpg,Ray Ma,,,,
1468622,男,,,,演员 / 制片人,nm2997803,https://img1.doubanio.com/view/personage/raw/public/3126b7249b261c4838e32ccb78a89c08.jpg,,,,,
1354414,男,巨蟹座,2005年06月25日,日本,演员 / 配音 / 其它,nm6601652,https://img1.doubanio.com/view/celebrity/raw/public/p1612943453.59.jpg,池田優斗 / いけだ ゆうと,,,,
1010504,女,天秤座,1977年10月16日,"中国,湖北,荆州",演员 / 配音,nm1356997,https://img1.doubanio.com/view/personage/raw/public/0485ed73fd778af2416589c3f13a2030.jpg,Yolanda,,夏雨(夫),,
1093702,男,水瓶座,1972年02月08日,"法国,塞纳河畔讷伊",演员 / 编剧 / 配音 / 导演,nm0302916,https://img1.doubanio.com/view/celebrity/raw/public/p1517156127.8.jpg,Guillaume Galiene,吉约姆·高丽安,,,
1010741,男,巨蟹座,1959年07月15日,"法国,Hauts-de-Seine",演员 / 编剧 / 配音 / 导演,nm0512071,https://img9.doubanio.com/view/celebrity/raw/public/p1557417603.24.jpg,,樊尚·林东 / 梵尚·兰东,桑德琳娜·基贝兰(妻),,
1040543,女,天蝎座,+1966年11月17日,"法国,巴黎",演员 / 导演 / 编剧 / 配音,nm0000521,https://img1.doubanio.com/view/celebrity/raw/public/p410.jpg,Sophie Danièle Sylvie Maupu(本名),苏菲·玛素,Andrzej Żuławski(前夫) / Jim Lemley(前夫) / Christopher Lambert(前夫) / Juliette Lemley(女) / Vincent Zulawski(子) / Benoît Maupu(父) / Simone Morisset(母),,
1013882,女,白羊座,1972年04月03日,"英国,英格兰,萨里,埃普索姆",演员 / 配音,nm0001517,https://img1.doubanio.com/view/celebrity/raw/public/p44200.jpg,,,,,
1049554,男,处女座,1963年09月21日,"英国,苏格兰,格拉斯哥",演员 / 编剧 / 导演,nm0005171,https://img2.doubanio.com/view/celebrity/raw/public/p28193.jpg,Angus MacFadyen / Angus McFadyen,,,,
1041201,男,天蝎座,1959年11月02日,"英国,苏格兰,彼得赫德",演员 / 导演 / 编剧 / 配音,nm0611932,https://img1.doubanio.com/view/personage/raw/public/daf4de8dae7b106b9b0cd66a9555588d.jpg,,,,,
1010692,男,巨蟹座,1946年07月17日,"英国,英格兰,达勒姆郡,安菲尔德平原",演员 / 配音,nm0035605,https://img1.doubanio.com/view/celebrity/raw/public/p13030.jpg,Alan Armstrong,,,,
1131482,男,巨蟹座,1965年07月09日,"英国,苏格兰,格拉斯哥",演员,nm0641244,https://img2.doubanio.com/view/celebrity/raw/public/p10013.jpg,David Patrick O'Hara,,,,
1010713,男,巨蟹座,,"英国,苏格兰,拉纳克郡,艾尔德里",演员 / 导演,nm0000846,https://img2.doubanio.com/view/celebrity/raw/public/p19052.jpg,,,,1928年06月29日 至 1999年11月03日,
1337164,女,金牛座,1988年05月07日,"英国,格拉斯哥",演员,nm0130860,https://img9.doubanio.com/view/celebrity/raw/public/p1616771464.94.jpg,,,,,
1061757,男,射手座,1969年12月10日,"英国,英格兰,兰开夏郡,博尔顿",演员,nm0082550,https://img2.doubanio.com/view/celebrity/raw/public/p19683.jpg,,,,,
1077558,男,天蝎座,1943年11月07日,"英国,伦敦",演员,nm0126250,https://img9.doubanio.com/view/celebrity/raw/public/p57464.jpg,,,,,
1291722,男,,,,演员,nm0574561,https://img9.doubanio.com/view/celebrity/raw/public/p1495692801.34.jpg,,,,,
1291582,男,,,,演员 / 编剧,nm0569336,https://img9.doubanio.com/view/celebrity/raw/public/p1533047347.75.jpg,,,,,
1343192,男,,,,演员 / 配音,nm0304564,https://img2.doubanio.com/view/celebrity/raw/public/p1496036502.03.jpg,,,,,
1153460,男,水瓶座,1958年02月10日,"英国,萨里,克兰利",演员,nm0889338,https://img2.doubanio.com/view/celebrity/raw/public/p1498489166.92.jpg,,,,,
1035124,女,双鱼座,1982年03月01日,"韩国,首尔,中区",演员 / 制片管理 / 摄影,nm1195119,https://img1.doubanio.com/view/personage/raw/public/78e08ca24723c95a4a8be3c86f3fced0.jpg,김민희 / Min-hie Kim / キム・ミニ,金玟喜 / 金敏姬 / 金珉禧 / 金敏熙,赵寅成(前男友) / 李洙赫(前男友) / 李政宰(前男友) / 洪常秀(男友),,
1351047,女,金牛座,1990年04月24日,"韩国,首尔",演员 / 配音,nm3892241,https://img1.doubanio.com/view/celebrity/raw/public/p1519656311.38.jpg,김태리,金泰璃,父母 / 哥哥(1988年生),,
1322203,男,双鱼座,1976年03月03日,"韩国,釜山",演员 / 导演,nm2437361,https://img9.doubanio.com/view/celebrity/raw/public/p1512941290.55.jpg,조진웅 / Jin-woong Jo,赵元俊 / 赵镇雄,金敏雅(妻),,
1010047,女,巨蟹座,1974年07月02日,韩国,演员 / 配音 / 导演 / 编剧,nm0600668,https://img1.doubanio.com/view/celebrity/raw/public/p6570.jpg,문소리,文素利,张俊焕(夫),,
1357669,女,射手座,1956年11月30日,"韩国,京畿道,平泽市",演员 / 配音,nm1079857,https://img9.doubanio.com/view/celebrity/raw/public/p1466834443.14.jpg,이용녀,,,,
1353574,男,巨蟹座,1985年7月22日,韩国,演员 / 其它 / 导演,nm6771561,https://img9.doubanio.com/view/personage/raw/public/581a1f77e052c56667b8cd4eaeae4926.jpg,이동휘,,父母 / 郑浩妍(女友),,
1360738,女,白羊座,2005年03月27日,韩国,演员,nm8621197,https://img1.doubanio.com/view/celebrity/raw/public/p1470645490.07.jpg,조은형,曹恩形,,,
1364457,女,双鱼座,1994年02月28日,韩国,演员,nm6844249,https://img2.doubanio.com/view/celebrity/raw/public/p1481034162.92.jpg,정하담,丁夏潭,,,
1381257,男,双鱼座,1969年02月20日,"日本,宫城县",演员,nm6844576,https://img1.doubanio.com/view/celebrity/raw/public/p1506478356.77.jpg,김인우,,,,
1380475,女,双子座,1987年05月29日,,演员,nm7955709,https://img2.doubanio.com/view/celebrity/raw/public/p1504519776.12.jpg,김시은,金思恩,,,
1323505,女,白羊座,1979年03月22日,日本静岡県沼津市,演员,nm1133320,https://img1.doubanio.com/view/celebrity/raw/public/p1356486898.39.jpg,髙木 りな / たかぎ りな,高木理奈,,,
1376009,男,双鱼座,1972年02月28日,韩国,演员,nm9482213,https://img1.doubanio.com/view/celebrity/raw/public/p1501477234.47.jpg,최병모,,,,
1383963,男,双鱼座,1975年03月01日,,演员,,https://img1.doubanio.com/view/celebrity/raw/public/p1534302223.68.jpg,권혁,,,,
1472032,女,,,,演员,,https://img1.doubanio.com/view/personage/raw/public/ad89f9384a05751ae01d1fd62511f7fd.jpg,이지혜,,,,
1464741,男,,,,演员,nm12214790,https://img1.doubanio.com/view/personage/raw/public/89c21d834d212f77359f0c02fe58a5d0.jpg,임형태,,,,
1496979,女,,,,演员,nm8621200,https://img1.doubanio.com/view/personage/raw/public/f10386cc3b010cb8d82850be9b885a47.jpg,하시연,,,,
1041014,女,水瓶座,1979年02月09日,"中国,北京",演员 / 制片人 / 配音 / 导演,nm0955471,https://img1.doubanio.com/view/celebrity/raw/public/p1359895311.0.jpg,Zhang Zi-Yi(本名),,章元孝(父) / 李涿生(母) / 汪峰(前夫) / 章子男(哥) / 殷旭(嫂),,
1197534,女,射手座,1981年11月22日,"韩国,大邱,达西区",演员,nm1046845,https://img9.doubanio.com/view/personage/raw/public/886625ab614254f6d3d1cb8fc8a25764.jpg,Song Hye-Kyo(本名) / Hye-Kyo(昵称) / 송혜교(本名) / Iris,宋慧教(汉字名) / 乔妹(昵称),宋仲基(前夫),,
1274296,男,天秤座,1957年10月02日,"中国,辽宁,铁岭",演员 / 导演 / 制片人 / 美术,nm0955482,https://img9.doubanio.com/view/celebrity/raw/public/p45846.jpg,,本山大叔(别名),马丽娟(妻) / 赵一涵(女),,
1274081,男,金牛座,1981年05月07日,"中国,辽宁,铁岭",演员 / 编剧 / 导演 / 制片人,nm3370295,https://img9.doubanio.com/view/celebrity/raw/public/p34055.jpg,Yang-zai (昵称) / He Shen(本名),沈鹤(本名),沈春阳(妻),,
1300406,男,双鱼座,1949年02月20日,"中国,北京",演员,nm0911016,https://img1.doubanio.com/view/celebrity/raw/public/p21207.jpg,,,女儿,,
1318005,男,金牛座,1974年05月19日,"中国,重庆",演员 / 导演,nm1018221,https://img1.doubanio.com/view/celebrity/raw/public/p1436716618.28.jpg,Jin Zhang,西装暴徒(昵称),蔡少芬(妻) / 张楚儿(女) / 张信儿(女) / 张乐儿(子),,
1038772,男,射手座,1941年12月21日,"中国,广东,广州",演员,nm1319395,https://img1.doubanio.com/view/celebrity/raw/public/p1364833032.77.jpg,Hai-peng Lu / Haipeng Lu / Lo Hoi Pang / Loi Hoi Pang,鹏哥(昵称),卢海潮(弟),,
1283563,男,,,"中国,广东",演员 / 动作特技 / 导演 / 副导演 / 编剧,nm0025546,https://img1.doubanio.com/view/celebrity/raw/public/p19460.jpg,,馮源 / 馮堅 / 克仔,冯宝宝(妹) / 冯宝宝(妹),1950年 至 2016年03月02日,
1326224,男,,1955年,中国香港,演员 / 导演 / 动作特技 / 制片人 / 编剧,nm0490573,https://img1.doubanio.com/view/celebrity/raw/public/p1364300454.27.jpg,,,,,
1050979,男,处女座,1971年08月27日,中国香港,演员,nm0156492,https://img1.doubanio.com/view/celebrity/raw/public/p1518493330.19.jpg,ChiLam Cheung,張智霖,袁咏仪(妻) / 张慕童(子),,
1275482,男,摩羯座,1951年12月29日,"中国台湾,屏东",演员 / 配音 / 导演 / 编剧,nm0423084,https://img2.doubanio.com/view/celebrity/raw/public/p32611.jpg,Shih-Chieh Chin / Shi-Jye Jin,金宝(别名),涂谷苹(妻),,
1025509,男,狮子座,1956年07月23日,中国香港,演员 / 配音,nm0516327,https://img2.doubanio.com/view/celebrity/raw/public/p3673.jpg,Kwan-Lam Law (本名),罗坤霖(本名),,,
1015115,男,摩羯座,1955年01月17日,"中国,天津",演员 / 导演 / 制片人 / 配音 / 主持人,nm0955346,https://img1.doubanio.com/view/personage/raw/public/5683455ce0c6f99e7f7875db750660ac.jpg,Zhang Guoli,,邓婕(妻) / 张默(子) / 罗秀春(前妻),,
1275026,男,摩羯座,1945年01月01日,"中国,广东,广州",导演 / 动作特技 / 演员 / 制片人 / 编剧,nm0950759,https://img1.doubanio.com/view/personage/raw/public/3cd47ce78cf7306d622544a03c1541c7.jpg,,八爷,袁祥仁(兄弟) / 袁小田(父亲) / 甄子丹(爱徒),,
1274267,男,金牛座,1948年04月28日,中国，广东，中山,演员 / 副导演 / 动作特技 / 导演,nm0398760,https://img2.doubanio.com/view/celebrity/raw/public/p11462.jpg,,,,,
1301574,男,,,中国香港,演员 / 导演 / 动作特技 / 副导演 / 编剧,nm0950604,https://img1.doubanio.com/view/celebrity/raw/public/p1372311613.97.jpg,,袁长仁(又名),袁和平(兄) / 袁小田(父),,
1313810,男,双子座,1972年05月25日,"越南,西贡",演员 / 编剧,nm1087183,https://img1.doubanio.com/view/celebrity/raw/public/p20608.jpg,,康李,,,
1301576,男,,,中国香港,演员 / 动作特技 / 摄影 / 副导演 / 编剧,nm0950751,https://img1.doubanio.com/view/celebrity/raw/public/p18077.jpg,,,袁小田(父亲) / 袁和平(兄弟) / 袁祥仁(兄弟),,
1323153,男,白羊座,1984年04月03日,"中国,辽宁,沈阳",演员,nm5459296,https://img1.doubanio.com/view/celebrity/raw/public/p1358350800.29.jpg,,,,,
1362185,女,处女座,1990年09月06日,"中国,福建,建瓯",演员,nm5964211,https://img9.doubanio.com/view/celebrity/raw/public/p1474380195.64.jpg,,,,,
1327763,男,,,,演员 / 动作特技 / 导演 / 副导演 / 制片人,nm0389883,https://img1.doubanio.com/view/celebrity/raw/public/p1365314629.7.jpg,,道海,,,
1381873,女,摩羯座,1988年01月14日,"中国,黑龙江",演员,nm5964202,https://img9.doubanio.com/view/personage/raw/public/3c701049c240d504e0fe8b0c9194c665.jpg,,魏欢欢,,,
1357056,女,,2002年,"中国,辽宁,抚顺",演员,nm5630994,https://img2.doubanio.com/view/celebrity/raw/public/p1461467287.21.jpg,,大寶,,,
1340063,女,,05月15日,"中国,江苏",演员 / 编剧,nm4134426,https://img1.doubanio.com/view/celebrity/raw/public/p1453472630.17.jpg,,,,,
1345922,男,天蝎座,1984年10月27日,"广东,广州",演员,nm5170710,https://img9.doubanio.com/view/celebrity/raw/public/p1572397032.46.jpg,Taeki,,,,
1326304,男,,,"中国,海南,临高",演员,nm5459357,https://img1.doubanio.com/view/celebrity/raw/public/pltFKdsw43e8cel_avatar_uploaded1358352271.77.jpg,,,,,
1381846,男,水瓶座,1975年02月12日,,演员 / 配音,nm11307474,https://img2.doubanio.com/view/celebrity/raw/public/p1584241744.92.jpg,Wei Zhang,张伟,,,
1421265,男,,1966年,,演员,,https://img1.doubanio.com/view/personage/raw/public/6a8bf796c3648a8eef01741ad22f5cdb.jpg,,,,,
1106593,男,双子座,1950年06月01日,"美国,路易斯安那州,巴吞鲁日",演员,nm0413698,https://img1.doubanio.com/view/celebrity/raw/public/p52628.jpg,John Murice Jackson (本名),,,,
1118995,女,射手座,1969年11月27日,"美国,加利福尼亚州,洛杉矶",演员 / 导演 / 编剧,nm0555500,https://img1.doubanio.com/view/celebrity/raw/public/p1428661468.08.jpg,,,,,
1372118,男,,,,演员,nm6870119,https://img1.doubanio.com/view/celebrity/raw/public/p1492416062.67.jpg,,,,,
1241858,女,金牛座,1989年05月18日,"中国,长沙",演员 / 配音 / 制片人,nm2033115,https://img9.doubanio.com/view/celebrity/raw/public/p1478569395.54.jpg,Qiaona Xiao (本名),,,,
1040575,男,天蝎座,1978年11月08日,"澳大利亚,新南威尔士,悉尼",演员 / 编剧 / 导演,nm1218757,https://img2.doubanio.com/view/celebrity/raw/public/p1421481626.61.jpg,,吉尔·奥唐奈,,,
1423831,男,,,,演员,nm7819375,https://img2.doubanio.com/view/celebrity/raw/public/p1570583037.22.jpg,Will Buie,,,,
1404556,女,巨蟹座,1970年06月25日,美国,演员,nm0172439,https://img9.doubanio.com/view/celebrity/raw/public/pMvGo8n4rnBocel_avatar_uploaded1542105658.5.jpg,Kelly Collins / Kelly Collins-Lintz / Kelly Lintz,,Madison Lintz(女) / Mackenzie Lintz(女) / Matt Lintz(子) / Macsen Lintz(子),,
1338883,男,,,"美国,西弗吉尼亚州,圣阿尔班",演员,nm0159609,https://img2.doubanio.com/view/celebrity/raw/public/p1399951484.51.jpg,,,,,
1016847,女,水瓶座,1960年02月02日,中国香港,演员 / 配音,nm0401192,https://img1.doubanio.com/view/celebrity/raw/public/p1529142655.47.jpg,Hui Ying Hung / Wai Ying Hung / Kara Wai / Kara Hui,,惠天赐(兄) / 黄子扬(前男友),,
1369135,女,狮子座,2003年08月10日,"中国,台湾,台北",演员 / 导演 / 制片人,nm8847811,https://img9.doubanio.com/view/celebrity/raw/public/p1586437470.54.jpg,,陈文淇(本名),,,
1274458,女,摩羯座,1985年01月10日,"中国,台湾,台北",演员,nm2429015,https://img2.doubanio.com/view/personage/raw/public/f68015e9653274a3acfe29bff6e64e71.jpg,Ko Chia-yen,柯佳燕,谢坤达(夫),,
1252857,女,天秤座,1948年10月01日,"中国,山东,青岛",演员,nm2023617,https://img9.doubanio.com/view/celebrity/raw/public/p36014.jpg,Sha-li Chen,金牌皇后(昵称) / 慈禧专业户(昵称) / 演太后成精(昵称),黄弗才(前夫) / 车轩(前夫),,
1314952,男,金牛座,,,演员 / 导演 / 编剧,nm2095456,https://img2.doubanio.com/view/celebrity/raw/public/p27691.jpg,,,李璇(妻),1936年04月26日 至 2023年01月27日,
1337677,男,双鱼座,1953年03月06日,臺灣,演员,nm2664413,https://img1.doubanio.com/view/celebrity/raw/public/p1409502858.98.jpg,Lau Seung-Him / Andy Liu,劉尚謙,刘正谦(兄),,
1325798,女,白羊座,1965年04月09日,中国台湾,演员 / 编剧,nm2433953,https://img9.doubanio.com/view/celebrity/raw/public/p1356601978.04.jpg,,,李国修(夫),,
1316583,男,,,,演员 / 制片管理,,https://img2.doubanio.com/view/celebrity/raw/public/p36871.jpg,,六哥（敬称）,,,
1344898,女,处女座,1977年08月27日,"中国台湾,高雄",演员,nm3573009,https://img2.doubanio.com/view/celebrity/raw/public/pOGExjWhccXscel_avatar_uploaded1416797601.21.jpg,,野猫(昵称),,,
1313993,男,金牛座,1968年05月13日,"中国,台湾,花莲",演员,nm0948034,https://img9.doubanio.com/view/personage/raw/public/a051658b0cbaa691d49de6a8071352e4.jpg,,,,,
1385250,女,处女座,1984年09月07日,"日本,长崎县,佐世保市",演员 / 配音,nm2862684,https://img2.doubanio.com/view/personage/raw/public/a263b7e533235208b5578cc14848b263.jpg,,大久保麻理子 / 卢禹薇,卢德张(夫),,
1390883,男,,,中国台湾,演员,nm6894428,https://img2.doubanio.com/view/celebrity/raw/public/p1525197494.22.jpg,,巫書維,,,
1364692,男,射手座,1989年12月21日,"中国,台湾,台南",演员,nm8378997,https://img1.doubanio.com/view/personage/raw/public/262484472b1d5d955115cfb678c80bcc.jpg,Yu-lin Yen,顏毓麟,,,
1390884,男,狮子座,1960年07月24日,中国台湾,演员 / 编剧,nm1984036,https://img2.doubanio.com/view/celebrity/raw/public/p1522660491.23.jpg,,刘士民(艺名),,,
1353615,男,摩羯座,1980年01月01日,中国台湾,演员,nm6338826,https://img2.doubanio.com/view/celebrity/raw/public/p1480139399.72.jpg,,,,,
1349310,男,,,,演员,nm6000520,https://img1.doubanio.com/view/celebrity/raw/public/p1522661405.07.jpg,,,,,
1043815,男,天蝎座,1970年10月24日,"中国,台湾,台北",演员,nm2942846,https://img1.doubanio.com/view/personage/raw/public/c23a799ffe51cb5b8705dabe6283a2b9.jpg,Hsiao Ying (昵称),应蔚民(曾用名),,,
1364478,男,双子座,1990年06月09日,,演员,,https://img1.doubanio.com/view/celebrity/raw/public/p1478665895.38.jpg,,,昆凌(前女友) / 余筱萍(女友),,
1429812,男,金牛座,1994年05月08日,"中国,台湾,南投",配音,nm08724378,https://img9.doubanio.com/view/celebrity/raw/public/pgvVeFx0R0Akcel_avatar_uploaded1578999686.44.jpg,,视网膜,,,
1393115,男,,,,摄影 / 演员 / 制片管理 / 其它,nm3209051,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1059748,男,双子座,1960年05月22日,"日本,山口,宇部",导演 / 编剧 / 演员 / 美术 / 配音,nm0030417,https://img2.doubanio.com/view/celebrity/raw/public/p1599120594.31.jpg,Kûbo So-So-So-So,痞子,安野梦洋子(妻),,
1315625,女,天秤座,1991年10月16日,日本鸟取県,演员 / 配音,nm3768523,https://img2.doubanio.com/view/celebrity/raw/public/p46721.jpg,たきもとみおり,瀧本美織,,,
1001042,男,白羊座,1971年03月29日,"日本,东京,八王子",演员 / 配音,nm0632689,https://img1.doubanio.com/view/celebrity/raw/public/p19809.jpg,西島秀俊,,,,
1001242,男,白羊座,1966年04月05日,"日本,东京",演员 / 导演 / 配音,nm1334850,https://img9.doubanio.com/view/celebrity/raw/public/p2556.jpg,Takeshi Nomura / のむら まんさい / 野村萬斎 / 野村武司(本名) / Mansai Nomura,野村武司(本名),胜田千恵子（妻）,,
1046471,男,金牛座,1949年04月26日,"日本,东京",演员 / 配音,nm0443559,https://img9.doubanio.com/view/celebrity/raw/public/p4046.jpg,,,,,
1041791,男,天蝎座,1955年11月16日,"日本,熊本",演员 / 配音,nm0475165,https://img1.doubanio.com/view/celebrity/raw/public/p1485344595.49.jpg,國村隼,,,,
1000026,女,白羊座,1960年03月26日,"美国,纽约",演员 / 配音,nm0000426,https://img2.doubanio.com/view/celebrity/raw/public/p5831.jpg,Jenny Grey,珍妮弗·格雷,Joel Grey（父） / Clark Gregg（夫）,,
1054397,男,处女座,1942年09月05日,"德国,慕尼黑",导演 / 编剧 / 演员 / 制片人 / 配音,nm0001348,https://img9.doubanio.com/view/celebrity/raw/public/p29614.jpg,Werner H. Stipetic (本名),华纳·荷索 / 维尔纳·赫尔佐格 / 维尔内纳·赫尔措格,,,
1399106,男,,,"New York City, USA",配音 / 演员,nm5306627,https://img1.doubanio.com/view/celebrity/raw/public/p1536298633.7.jpg,,,,,
1344309,女,,,,演员 / 配音,nm3884952,https://img2.doubanio.com/view/celebrity/raw/public/p1456984883.83.jpg,,,,,
1017892,女,双子座,1988年06月09日,"美国,加利福尼亚州,洛杉矶",演员 / 配音,nm0926165,https://img1.doubanio.com/view/celebrity/raw/public/p1510885944.89.jpg,Mae Margaret Whitman (本名),,,,
1318885,女,双鱼座,2005年03月07日,日本,演员 / 配音,nm4818183,https://img9.doubanio.com/view/celebrity/raw/public/p44715.jpg,,,,,
1027146,男,天秤座,1979年10月20日,"美国,马萨诸塞州,牛顿",演员 / 配音 / 制片人 / 编剧 / 导演,nm1024677,https://img1.doubanio.com/view/celebrity/raw/public/p1452855116.89.jpg,John Burke Krasinski (本名),约翰·克拉辛斯基,Emily Blunt(妻子),,
1228975,男,天秤座,1997年10月23日,"美国,密苏里州圣路易斯市",配音 / 演员,nm2642131,https://img9.doubanio.com/view/celebrity/raw/public/p1393518322.44.jpg,Zachry Callison (本名),,,,
1027820,男,天秤座,1965年10月14日,"英国,米德尔顿",演员 / 编剧 / 制片人 / 配音 / 导演,nm0176869,https://img9.doubanio.com/view/celebrity/raw/public/p7536.jpg,Stephen John Coogan (本名) / Steve (昵称),,Caroline Hickman (m. 2002–2005; divorced),,
1244528,男,白羊座,1994年04月18日,"美国,纽约",演员 / 配音,nm2030779,https://img2.doubanio.com/view/celebrity/raw/public/p1389349379.53.jpg,,,,,
1199058,女,天蝎座,1981年11月18日,"伊朗,德黑兰",演员 / 配音 / 编剧,nm1840659,https://img2.doubanio.com/view/personage/raw/public/3fdc14b3cf5e4a34f214f98ab4c292a3.jpg,نسیم پدراد,纳西姆·佩德拉德,Nina Pedrad(妹),,
1336761,男,,,,演员 / 配音,nm0831175,https://img1.doubanio.com/view/celebrity/raw/public/p1499650474.18.jpg,,,,,
1316694,女,天蝎座,1981年11月04日,"美国,俄亥俄州,克利夫兰",演员 / 配音 / 编剧,nm3364779,https://img9.doubanio.com/view/celebrity/raw/public/p1438431471.65.jpg,,凡妮莎·拜尔,,,
1016708,女,摩羯座,1960年01月04日,"美国,纽约",配音 / 演员 / 编剧,nm0934589,https://img9.doubanio.com/view/celebrity/raw/public/p52715.jpg,April Terri Winchell (本名),,,,
1273983,女,双鱼座,2000年02月23日,美国,演员 / 配音,nm3137804,https://img1.doubanio.com/view/celebrity/raw/public/p1499865653.69.jpg,,,,,
1336057,女,白羊座,2008年04月15日,"中国,福建,福州",演员 / 配音,nm7522971,https://img2.doubanio.com/view/celebrity/raw/public/p1450063857.52.jpg,,森碟 / 田欣仪,田亮(父) / 叶一茜(母),,
1485946,女,,,,配音 / 副导演,,https://img2.doubanio.com/view/personage/raw/public/f0af0ac7ca774c90fc6ddce96264e88e.jpg,,,,,
1274453,男,狮子座,1989年08月15日,"日本,东京",演员 / 配音,nm2347861,https://img2.doubanio.com/view/celebrity/raw/public/p55902.jpg,おかだ まさき / Okada Masaki,岡田将生,,,
1313595,男,双子座,1995年06月14日,"日本,琦玉",演员 / 配音,nm3945747,https://img1.doubanio.com/view/celebrity/raw/public/p18879.jpg,さんからコメントが（本名）,杏仁(昵称),,,
1275292,女,双子座,1996年06月18日,"日本,琦玉县",演员 / 配音 / 导演,nm3834378,https://img9.doubanio.com/view/celebrity/raw/public/p1509362231.25.jpg,みよし あやか / アヤカ(爱称),菜花(昵称),,,
1313694,男,处女座,1995年09月06日,"日本,东京",演员,nm3367426,https://img9.doubanio.com/view/celebrity/raw/public/p1358515337.44.jpg,,,,,
1312156,男,射手座,1995年11月24日,"日本,神奈川县",演员 / 导演 / 编剧,nm3011132,https://img2.doubanio.com/view/celebrity/raw/public/p1488821273.3.jpg,井之脇海 / いのわき かい,,,,
1322632,男,白羊座,1995年04月05日,"日本,东京都",演员,nm3899148,https://img1.doubanio.com/view/celebrity/raw/public/p53919.jpg,,,清水寻也（弟）,,
1052665,男,处女座,1978年08月23日,,演员,nm3050429,https://img9.doubanio.com/view/celebrity/raw/public/p19576.jpg,,,,,
1317244,女,巨蟹座,1993年07月13日,"日本,兵库",演员 / 配音 / 导演 / 编剧,nm3945531,https://img2.doubanio.com/view/personage/raw/public/d92a7fb9400dc294c89547e0438a0fdf.jpg,のん / のうねん れな / Rena Nônen,NON(艺名) / 能年犬(昵称) / 阿犬(昵称) / 年年(昵称),,,
1323514,女,双鱼座,1997年02月20日,"日本,东京",演员,nm3085912,https://img1.doubanio.com/view/celebrity/raw/public/p1439204546.28.jpg,野本ほたる / のもと ほたる,,,,
1346525,男,处女座,1995年09月18日,"日本,京都",演员,nm6962162,https://img1.doubanio.com/view/celebrity/raw/public/pZWaEABrvQPUcel_avatar_uploaded1422213056.9.jpg,,,,,
1337523,男,水瓶座,1973年02月14日,"日本,冈山县,总社市",演员,nm2043681,https://img1.doubanio.com/view/celebrity/raw/public/p1401011051.48.jpg,槙矢秀紀 / やまぐち まきや,山口馬木也,,,
1352637,男,射手座,1994年11月24日,"日本,東京都",演员,nm3945547,https://img1.doubanio.com/view/celebrity/raw/public/p4ZDowL1WjhIcel_avatar_uploaded1446274662.29.jpg,タクヤ,,草川直弥（弟弟）,,
1363259,女,金牛座,1994年04月26日,"日本,群馬",演员,nm5453615,https://img1.doubanio.com/view/celebrity/raw/public/p1476386335.59.jpg,,伊藤優衣,,,
1376522,女,巨蟹座,1994年06月24日,"日本,东京",演员,nm5508024,https://img9.doubanio.com/view/celebrity/raw/public/pSqbFqieQpKkcel_avatar_uploaded1499052252.76.jpg,こんどうまあや,,,,
1376890,男,白羊座,1994年03月28日,"日本,群马县",演员 / 配音,nm3945813,https://img1.doubanio.com/view/celebrity/raw/public/p1576509217.38.jpg,中島広稀,中島広稀,,,
1469627,女,,,,演员,,https://img1.doubanio.com/view/personage/raw/public/b4f7bfd017b4668fd1a802cf0943e29b.jpg,,,,,
1313718,女,射手座,1993年12月15日,"日本,东京都",演员 / 配音,nm2831010,https://img2.doubanio.com/view/celebrity/raw/public/p1439638922.31.jpg,Yûko Araki / Yuko Araki / あらき ゆうこ / 新木優子,石井优子,,,
1328849,女,摩羯座,1996年12月26日,"日本,宫城",演员,nm3946494,https://img1.doubanio.com/view/personage/raw/public/833d37e5597ae25ad5e955b7dea076ec.jpg,やまや かすみ / 山谷花純,,,,
1275833,女,射手座,1996年11月30日,日本・愛知県,演员,nm4102851,https://img9.doubanio.com/view/celebrity/raw/public/p1371609535.94.jpg,,,,,
1016672,男,水瓶座,1992年02月14日,"英国,伦敦",演员 / 配音 / 编剧 / 导演 / 制片人,nm0383603,https://img9.doubanio.com/view/celebrity/raw/public/p19324.jpg,Alfred Thomas Highmore(本名),費廸夏摩亞(港),爱德华·海默(父) / 苏·拉缇默(母) / 波尔提·海默(弟),,
1049775,男,处女座,1969年09月04日,"英国,伦敦",演员 / 配音,nm0852965,https://img2.doubanio.com/view/celebrity/raw/public/p1417086901.1.jpg,,,Dionne Taylor (妻) / Martha Taylor (女),,
1010681,男,巨蟹座,,"爱尔兰,都柏林",演员 / 编剧,nm0446303,https://img9.doubanio.com/view/celebrity/raw/public/p41475.jpg,Dave Kelly / David Blake Kelly,,,1929年07月11日 至 2012年02月12日,
1080877,男,金牛座,1939年05月19日,"英国,伦敦",演员 / 编剧 / 导演,nm0289038,https://img2.doubanio.com/view/celebrity/raw/public/p25831.jpg,William Fox (本名),,Emilia Fox(侄女),,
