person_id,name,name_cn,name_en,性别,星座,出生日期,出生地,职业,imdb编号,image,更多外文名,更多中文名,家庭成员,生卒日期,去世日期
1019182,茹塔·李 Ruta Lee,茹塔·李,Ruta Lee,,双子座,1936年05月30日,"加拿大,魁北克省,蒙特利尔",演员 / 配音,nm0498181,https://img2.doubanio.com/view/celebrity/raw/public/p30923.jpg,Ruta Mary Kilmonis (本名),,,,
1084601,贝丝·弗劳尔斯 Bess Flowers,贝丝·弗劳尔斯,Bess Flowers,女,射手座,,"美国,得克萨斯州,谢尔曼",演员,nm0283170,https://img2.doubanio.com/view/celebrity/raw/public/p31001.jpg,Queen of the Hollywood Extras (昵称),,William S. Holman (前夫) / Cullen Tate (前夫),1898年11月23日 至 1984年07月28日,
1084977,比尔·厄尔文 Bill Erwin,比尔·厄尔文,Bill Erwin,男,射手座,,"美国,得克萨斯州,奥内格罗韦",演员 / 配音,nm0259984,https://img9.doubanio.com/view/celebrity/raw/public/p5394.jpg,William Lindsey Erwin (本名),,,1914年12月02日 至 2010年12月29日,
1132569,J·帕特·奥马利 J. Pat O&#39;Malley,J·帕特·奥马利,J. Pat O&#39;Malley,男,双鱼座,,"英国,英格兰,伯恩利",演员 / 配音,nm0641729,https://img2.doubanio.com/view/celebrity/raw/public/p43051.jpg,James Patrick O'Malley (本名),,,1904年03月15日 至 1985年02月27日,
1164360,本·怀特 Ben Wright,本·怀特,Ben Wright,男,金牛座,,"英国,伦敦",演员 / 配音,nm0942220,https://img2.doubanio.com/view/celebrity/raw/public/p55303.jpg,Ben H. Wright,,,1915年05月05日 至 1989年07月02日,
1111996,Paul Kruger Paul Kruger,Paul,Kruger Paul Kruger,,狮子座,,"美国,威斯康星州,欧克莱尔",演员,nm0472604,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Henry Paul Kreuger (本名),,,1895年07月24日 至 1960年11月06日,
1146394,Jack Raine Jack Raine,Jack,Raine Jack Raine,,金牛座,,"英国,伦敦",演员,nm0706978,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Thomas Foster Raine (本名),,,1897年05月18日 至 1979年05月30日,
1136851,Paul Power Paul Power,Paul,Power Paul Power,,射手座,,"美国,伊利诺伊州,芝加哥",演员,nm0694446,https://img2.doubanio.com/view/celebrity/raw/public/p1582014168.42.jpg,Luther Vestergard (本名),,,1902年12月07日 至 1968年04月05日,
1134438,乔治·佩林 George Pelling,乔治·佩林,George Pelling,男,天蝎座,,"津巴布韦,哈拉雷",演员 / 配音,nm0671206,https://img2.doubanio.com/view/celebrity/raw/public/p1504490035.73.jpg,,,,1914年10月25日 至 2008年12月02日,
1134700,威廉·H·奥布莱恩 William H. O&#39;Brien,威廉·H·奥布莱恩,William H. O&#39;Brien,男,巨蟹座,,"澳大利亚,新南威尔士,山顶山",演员,nm0639444,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Bill O'Brien / Sir William O'Brien / William O'Brien,,,1891年07月19日 至 1981年04月18日,
1130704,奥托拉内史密斯 Ottola Nesmith,奥托拉内史密斯,Ottola Nesmith,女,射手座,,"美国,华盛顿哥伦比亚特区",演员,nm0626453,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Tola Nesmith,,,1889年12月12日 至 1972年02月07日,
1121627,Frank McClure Frank McClure,Frank,McClure Frank McClure,,巨蟹座,,"美国,阿拉巴马州",演员,nm0565990,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Frank McLure,,,1893年07月14日 至 1960年01月23日,
1110221,Colin Kenny Colin Kenny,Colin,Kenny Colin Kenny,,射手座,,"爱尔兰,都柏林",演员,nm0448560,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Oswald Joseph Collins (本名),,,1888年12月04日 至 1968年12月02日,
1111384,Jeanne Lafayette Jeanne Lafayette,Jeanne,Lafayette Jeanne Lafayette,,巨蟹座,,,演员,nm0480747,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1905年07月20日 至 1993年09月09日,
1117836,Wilbur Mack Wilbur Mack,Wilbur,Mack Wilbur Mack,,狮子座,,"美国,纽约,宾汉普顿",演员 / 编剧,nm0533101,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Willard Mack,,,1873年07月29日 至 1964年03月13日,
1144171,Fred Rapport Fred Rapport,Fred,Rapport Fred Rapport,,巨蟹座,,"美国,纽约",演员,nm0710941,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1895年06月23日 至 1973年05月29日,
1139915,利奥达·理查德斯 Leoda Richards,利奥达·理查德斯,Leoda Richards,,双鱼座,,,演员,nm0724211,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Leota Richards,,,1907年03月15日 至 1998年02月07日,
1165583,Glen Walters Glen Walters,Glen,Walters Glen Walters,,巨蟹座,,,演员,nm0910234,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1901年07月17日 至 1997年04月26日,
1150310,Arthur Tovey Arthur Tovey,Arthur,Tovey Arthur Tovey,男,天蝎座,,"美国,亚利桑那州,道格拉斯",演员,nm0869863,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Arthur Roland Tovey (本名),,,1904年11月14日 至 2000年10月20日,
1156589,伯特史蒂文斯 Bert Stevens,伯特史蒂文斯,Bert Stevens,男,双鱼座,,"美国,马萨诸塞州,切尔西",演员,nm0828260,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Malcolm Byron Stevens (本名),,,1905年02月26日 至 1964年12月14日,
1154093,Cap Somers Cap Somers,Cap,Somers Cap Somers,,金牛座,,"美国,新泽西州,大西洋城",演员,nm0813829,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Fredrick Grant Somers (本名) / Fimp (昵称),,,1893年04月27日 至 1970年09月18日,
1142488,Lucille Sewall Lucille Sewall,Lucille,Sewall Lucille Sewall,,双子座,,"美国,堪萨斯州",演员,nm0786533,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1888年05月30日 至 1976年12月15日,
1147924,斯考特西顿 Scott Seaton,斯考特西顿,Scott Seaton,男,双鱼座,,"美国,加利福尼亚州,萨克拉门托",演员,nm0780844,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Horace Scott Seaton (本名),,,1871年03月11日 至 1968年06月03日,
1148552,诺贝特·席勒 Norbert Schiller,诺贝特·席勒,Norbert Schiller,男,射手座,,"奥地利,维也纳",演员,nm0771667,https://img1.doubanio.com/view/celebrity/raw/public/p1398426273.79.jpg,Norman Schiller,,,1899年11月24日 至 1988年01月08日,
1145133,杰弗里·塞尔 Jeffrey Sayre,杰弗里·塞尔,Jeffrey Sayre,男,射手座,,"美国,伊利诺伊州",演员,nm0768538,https://img2.doubanio.com/view/celebrity/raw/public/p1547018144.81.jpg,,,,1900年12月03日 至 1974年09月26日,
1048828,John Roy John Roy,John,Roy John Roy,,金牛座,,"美国,纽约",演员,nm0747069,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,John Roy Marsilio (本名),,,1898年05月03日 至 1975年05月31日,
1138518,Al Roberts Al Roberts,Al,Roberts Al Roberts,,天蝎座,,"美国,蒙大拿州",演员,nm0730804,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Alston Whitey Roberts (本名),,,1902年11月17日 至 1999年09月21日,
1101676,Art Howard Art Howard,Art,Howard Art Howard,,摩羯座,,"美国,马萨诸塞州",演员,nm0397125,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1887年01月01日 至 1963年05月28日,
1097072,Stuart Hall Stuart Hall,Stuart,Hall Stuart Hall,,处女座,,"英国,英格兰,东苏塞克斯,霍夫",演员,nm0356128,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Stu Hall,,,1903年09月09日 至 1990年06月02日,
1078197,Francis Compton Francis Compton,Francis,Compton Francis Compton,,金牛座,,"英国,莫尔文",演员,nm0174031,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1885年05月04日 至 1964年09月17日,
1157174,Philip Tonge Philip Tonge,Philip,Tonge Philip Tonge,,金牛座,,"英国,英格兰",演员,nm0867282,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Philip Asheton Tonge (本名),,,1897年04月26日 至 1959年01月28日,
1057642,帕特里克·艾亨 Patrick Aherne,帕特里克·艾亨,Patrick Aherne,男,摩羯座,,"英国,英格兰,伍斯特郡",演员,nm0013934,https://img1.doubanio.com/view/celebrity/raw/public/p1558662810.57.jpg,Patrick Ahern / Pat Aherne,帕特·艾亨,布赖恩·艾亨（弟） / Renée Houston（妻）,1901年01月06日 至 1970年09月30日,
1083292,富兰克林·法纳姆 Franklyn Farnum,富兰克林·法纳姆,Franklyn Farnum,男,双子座,,"美国,马萨诸塞州,波士顿",演员 / 配音,nm0267916,https://img2.doubanio.com/view/celebrity/raw/public/p1547002576.93.jpg,William Smith (本名),,,1878年06月05日 至 1961年07月04日,
1080920,玛乔丽·伊顿 Marjorie Eaton,玛乔丽·伊顿,Marjorie Eaton,女,水瓶座,,"美国,加利福尼亚州,旧金山",演员,nm0247856,https://img9.doubanio.com/view/celebrity/raw/public/p1477326735.85.jpg,Marjorie Lee Eaton (本名),,,1901年02月05日 至 1986年04月21日,
1072992,史蒂夫·卡鲁瑟斯 Steve Carruthers,史蒂夫·卡鲁瑟斯,Steve Carruthers,,狮子座,,"美国,宾夕法尼亚州",演员,nm0141111,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1901年08月15日 至 1983年03月01日,
1074708,George Calliga George Calliga,George,Calliga George Calliga,,摩羯座,,罗马尼亚,演员,nm0130511,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1897年01月02日 至 1976年01月18日,
1072180,乔治布鲁格曼 George Bruggeman,乔治布鲁格曼,George Bruggeman,男,天蝎座,,比利时,演员,nm0115766,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Georges Bruggeman (本名),,,1904年11月01日 至 1967年06月09日,
1065867,丹尼·鲍沙其 Danny Borzage,丹尼·鲍沙其,Danny Borzage,男,摩羯座,,"美国,犹他州,盐湖城",演员,nm0097647,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Daniel Borzage (本名),,,1896年12月24日 至 1975年06月17日,
1063468,Brandon Beach Brandon Beach,Brandon,Beach Brandon Beach,,天秤座,,"美国,华盛顿哥伦比亚特区",演员 / 配音,nm0063446,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,1879年10月18日 至 1974年11月22日,
1059824,埃迪·贝克 Eddie Baker,埃迪·贝克,Eddie Baker,男,天蝎座,,"美国,西弗吉尼亚州,戴维斯",演员 / 导演,nm0048417,https://img2.doubanio.com/view/celebrity/raw/public/p1616760219.73.jpg,Edwin King Baker (本名),,,1897年11月17日 至 1968年02月04日,
1060375,沃尔特·培根 Walter Bacon,沃尔特·培根,Walter Bacon,男,金牛座,,"美国,纽约,布鲁克林",演员,nm0045839,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Walter Scott Bacon (本名),,,1891年05月13日 至 1973年11月07日,
1000575,罗夫·拉斯加德 Rolf Lassgård,罗夫·拉斯加德,Rolf Lassgård,男,白羊座,1955年03月29日,瑞典,演员,nm0489858,https://img2.doubanio.com/view/celebrity/raw/public/p1378794687.03.jpg,Rolf Holger Lassgård (本名),,Birgitta（妻）,,
1360629,巴哈·帕斯 Bahar Pars,巴哈·帕斯,Bahar Pars,女,白羊座,1979年03月28日,伊朗,演员 / 导演 / 编剧,nm2560232,https://img9.doubanio.com/view/celebrity/raw/public/p1473777655.76.jpg,,,,,
1360693,托比亚斯·阿姆博瑞 Tobias Almborg,托比亚斯·阿姆博瑞,Tobias Almborg,男,,,,演员,nm7509932,https://img9.doubanio.com/view/celebrity/raw/public/p1470726539.94.jpg,,,,,
1180010,菲利普·伯格 Filip Berg,菲利普·伯格,Filip Berg,男,天秤座,1986年10月02日,"瑞典,斯德哥尔摩省,Danderyd",演员 / 导演,nm1480656,https://img1.doubanio.com/view/celebrity/raw/public/p1467233634.97.jpg,Filip Niclas Berg (本名) / Fille (昵称),,,,
1076838,安娜-莱娜·布伦丁 Anna-Lena Brundin,安娜-莱娜·布伦丁,Anna-Lena Brundin,女,白羊座,1959年04月12日,"瑞典,斯科纳,隆德",演员,nm0116065,https://img2.doubanio.com/view/celebrity/raw/public/p1470724290.91.jpg,Anna-Lena Terése Bergelin (本名),,,,
1360696,博瑞·伦贝里 Börje Lundberg,博瑞·伦贝里,Börje Lundberg,男,,,,演员,nm2776085,https://img9.doubanio.com/view/celebrity/raw/public/p1470727168.06.jpg,,,,,
1360630,埃达·英格薇 Ida Engvoll,埃达·英格薇,Ida Engvoll,女,天秤座,1985年10月06日,瑞典,演员,nm4206052,https://img1.doubanio.com/view/celebrity/raw/public/p1470724875.98.jpg,,,,,
1360694,弗雷德里克·埃弗斯 Fredrik Evers,弗雷德里克·埃弗斯,Fredrik Evers,男,,,,演员,nm1130914,https://img2.doubanio.com/view/celebrity/raw/public/p1470725202.33.jpg,,,,,
1360695,玛德琳·雅各布松 Madeleine Jacobsson,玛德琳·雅各布松,Madeleine Jacobsson,女,,,,演员,nm5701840,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1102761,查特里娜·拉松 Chatarina Larsson,查特里娜·拉松,Chatarina Larsson,女,白羊座,1947年04月02日,"瑞典,斯德哥尔摩",演员,nm0489162,https://img2.doubanio.com/view/celebrity/raw/public/p1376396272.3.jpg,,,,,
1089817,杰克尔·法尔斯特伦 Jerker Fahlström,杰克尔·法尔斯特伦,Jerker Fahlström,男,天蝎座,1956年11月04日,,演员,nm0265228,https://img1.doubanio.com/view/celebrity/raw/public/p1481201758.78.jpg,,,,,
1274507,郎雄 Sihung Lung,郎雄,Sihung Lung,男,摩羯座,,"中国,江苏,宿迁",演员 / 配音,nm0485950,https://img2.doubanio.com/view/celebrity/raw/public/p1433944348.33.jpg,Paul Lung,郎益三,包珈(配偶),1930年12月23日 至 2002年05月02日,
1165442,杨贵媚 Kuei-Mei Yang,杨贵媚,Kuei-Mei Yang,女,处女座,1959年09月06日,"中国台湾,台北",演员 / 配音,nm0945992,https://img1.doubanio.com/view/personage/raw/public/836eecf0b1cfc0129033acc71c134109.jpg,Gui-Mei Yang / Gwei-Mei Yang,,,,
1166703,吴倩莲 Chien-lien Wu,吴倩莲,Chien-lien Wu,女,巨蟹座,1968年07月03日,"中国台湾,台北",演员,nm0943072,https://img2.doubanio.com/view/personage/raw/public/6539561b531abeb82a71fa6b114927bf.jpg,Ng Sin-Lin,,Tsao Mung(夫) / 儿子,,
1023601,王渝文 Yu-Wen Wang,王渝文,Yu-Wen Wang,,狮子座,1971年07月29日,中国台湾,演员 / 导演,nm0911096,https://img2.doubanio.com/view/celebrity/raw/public/p10862.jpg,Michelle Wang,,,,
1058399,归亚蕾 Ya-lei Kuei,归亚蕾,Ya-lei Kuei,女,双子座,1944年06月02日,"中国,湖南长沙",演员 / 配音,nm0013833,https://img1.doubanio.com/view/celebrity/raw/public/p44939.jpg,Yalei Gui (本名),,,,
1018759,赵文瑄 Winston Chao,赵文瑄,Winston Chao,男,双子座,1960年06月09日,中国台湾,演员,nm0152061,https://img1.doubanio.com/view/celebrity/raw/public/p41337.jpg,Wen-Hsuan Chao / Man-Sun Chiu / Winston Chao Wen-Hsuan / Wenxuan Zhao,,,,
1313566,陈昭荣 Aaron Chen,陈昭荣,Aaron Chen,男,天蝎座,1968年11月01日,"中国台湾,花莲县",演员 / 配音,nm0150940,https://img1.doubanio.com/view/celebrity/raw/public/p19059.jpg,,,,,
1360631,陈捷文 Chit-Man Chan,陈捷文,Chit-Man Chan,男,,,"中国,香港",演员,nm0150994,https://img2.doubanio.com/view/celebrity/raw/public/pl3mi8hjUvBkcel_avatar_uploaded1470049559.43.jpg,,陈哲民,,,
1330807,卢金城 Willing Lu,卢金城,Willing Lu,男,,,,导演 / 演员 / 编剧,nm2117563,https://img1.doubanio.com/view/celebrity/raw/public/p1497240383.7.jpg,,,,,
1389339,唐语谦 Yu-Chien Tang,唐语谦,Yu-Chien Tang,,,,,演员,nm0849349,https://img9.doubanio.com/view/celebrity/raw/public/p1568397430.64.jpg,,,,,
1389340,洪其德 Chi-Der Hong,洪其德,Chi-Der Hong,,天蝎座,1975年10月24日,中国台湾 基隆市,演员,nm0393206,https://img1.doubanio.com/view/celebrity/raw/public/p1603089645.0.jpg,Daniel Hung,小其（昵称）,,,
1347588,王瑞 Shui Wang,王瑞,Shui Wang,男,狮子座,,山東泰安,演员,nm0910954,https://img1.doubanio.com/view/celebrity/raw/public/pnTtAcTyJKAQcel_avatar_uploaded1422330804.37.jpg,Jui Wang,,,1930年07月25日 至 2016年06月01日,
1360158,杜满生 Man Sheng Tu,杜满生,Man Sheng Tu,,,,中国台湾,演员 / 配音,nm0875573,https://img1.doubanio.com/view/celebrity/raw/public/p1468912778.39.jpg,,,,,
1168014,王玨 George Wang,王玨,George Wang,男,天蝎座,,中国,演员 / 导演 / 制片人,nm0910898,https://img1.doubanio.com/view/celebrity/raw/public/p32059.jpg,Wang Yie (本名) / George Wang Jue,王春阳(本名) / 王珏(误写) / 王钰(误写),王道(子),1918年11月12日 至 2015年03月27日,
1385993,陈妤 Yu Chen,陈妤,Yu Chen,女,,,,演员,nm0155444,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,陈宇,,,
1389343,左正芬 Cheng-Fen Tso,左正芬,Cheng-Fen Tso,女,,,,演员,nm0875100,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1389341,许敬民 Gin-Ming Hsu,许敬民,Gin-Ming Hsu,男,,,,演员,nm0398820,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1389342,聂卓晶 Cho-Gin Nei,聂卓晶,Cho-Gin Nei,女,,,,演员,nm0624588,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1389344,丁仲 Chung Ting,丁仲,Chung Ting,男,,,,演员,nm0863921,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1048002,杰克·吉伦哈尔 Jake Gyllenhaal,杰克·吉伦哈尔,Jake Gyllenhaal,男,射手座,1980年12月19日,"美国,加州,洛杉矶",演员 / 制片人 / 配音,nm0350453,https://img9.doubanio.com/view/personage/raw/public/79f100c47345218da474049984648e66.jpg,Jacob Benjamin Gyllenhaal(本名),杰克·格莱恩哈尔 / 杰克·葛伦霍 / 杰克·吉伦希尔 / 杰克·于伦哈尔(瑞典语) / 雅各布·本杰明·于伦哈尔(全名),Maggie Gyllenhaal(姐) / Peter Sarsgaard(姐夫) / Jeanne Cadieu(女友),,
1036484,杰弗里·怀特 Jeffrey Wright,杰弗里·怀特,Jeffrey Wright,男,射手座,1965年12月07日,"美国,华盛顿哥伦比亚特区",演员 / 配音 / 制片人,nm0942482,https://img1.doubanio.com/view/celebrity/raw/public/p1501005389.48.jpg,,杰弗里·赖特,Carmen Ejogo（前妻）,,
1027488,拉塞尔·皮特斯 Russell Peters,拉塞尔·皮特斯,Russell Peters,男,天秤座,1970年09月29日,"加拿大,安大略省,多伦多",演员 / 配音 / 编剧 / 导演 / 制片人,nm0992289,https://img9.doubanio.com/view/celebrity/raw/public/p40126.jpg,Russell Dominic Peters (本名),,,,
1214609,詹姆斯·A·伍兹 James A. Woods,詹姆斯·A·伍兹,James A. Woods,男,天蝎座,1979年10月30日,"加拿大,魁北克省,蒙特利尔",演员 / 编剧 / 配音,nm1123994,https://img1.doubanio.com/view/celebrity/raw/public/p1371401716.49.jpg,James Wood / J.A. Woods / James Woods,,,,
1027632,迈克尔·阿登 Michael Arden,迈克尔·阿登,Michael Arden,男,天秤座,1982年10月06日,"美国,得克萨斯州,米德兰",演员 / 导演,nm2260797,https://img9.doubanio.com/view/celebrity/raw/public/p57436.jpg,Michael Jerrod Moore (本名),,Andy Mientus(未婚夫),,
1078237,乔·柯布登  Joe Cobden,乔·柯布登, Joe Cobden,男,天秤座,1978年10月07日,"加拿大,新斯科舍省,哈利法克斯",演员 / 导演 / 编剧,nm0167859,https://img1.doubanio.com/view/celebrity/raw/public/p56940.jpg,,,,,
1323602,卡斯·安瓦尔 Cas Anvar,卡斯·安瓦尔,Cas Anvar,男,双鱼座,1966年03月15日,"加拿大,萨斯喀彻温,雷加纳市",演员 / 配音,nm0031679,https://img9.doubanio.com/view/celebrity/raw/public/p1518594284.74.jpg,,,,,
1456519,贾森·芬尼 Jasson Finney,贾森·芬尼,Jasson Finney,男,,,"加拿大,育空地区",演员,nm1065239,https://img2.doubanio.com/view/celebrity/raw/public/p6Mlf9-uFxaYcel_avatar_uploaded1620575679.51.jpg,,,,,
1092666,波拉琴希克森 Paula Jean Hixson,波拉琴希克森,Paula Jean Hixson,女,狮子座,1968年08月07日,"美国,华盛顿,西雅图",演员,nm0387030,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,Paula Jean Hixon,,,,
1299137,克雷格·汤姆斯 Craig Thomas,克雷格·汤姆斯,Craig Thomas,,,,,编剧 / 演员 / 制片人 / 导演,nm0858657,https://img1.doubanio.com/view/celebrity/raw/public/p33688.jpg,,,,,
1027835,斯科特·巴库拉 Scott Bakula,斯科特·巴库拉,Scott Bakula,男,天秤座,1954年10月09日,"美国,密苏里州圣路易斯市",演员 / 制片人 / 配音 / 导演 / 编剧,nm0000836,https://img9.doubanio.com/view/personage/raw/public/7b42c4203426af4089dd8cfc94ebc835.jpg,Scott Stewart Bakula (本名) / Bak (昵称),,Chelsea Field(妻) / Chelsy Bakula(女) / Cody(女) / Wil Botfield(子) / Owen Barrett(子) / Sally Bakula(母) / Stewart Bakula(父),,
1374791,凯尔·盖特豪斯 Kyle Gatehouse,凯尔·盖特豪斯,Kyle Gatehouse,男,,,,演员,nm2497549,https://img1.doubanio.com/view/celebrity/raw/public/p1512030380.49.jpg,,,,,
1037221,香川照之 Teruyuki Kagawa,香川照之,Teruyuki Kagawa,男,射手座,1965年12月07日,"日本,东京",演员 / 配音 / 制片人 / 编剧 / 其它,nm0434596,https://img2.doubanio.com/view/celebrity/raw/public/p1493903523.33.jpg,市川中車(袭名),,高杉早苗(奶) / 香川阿都子(母) / 香川政明(子),,
1331421,袁丁 Ding Yuan,袁丁,Ding Yuan,男,,,长春,演员 / 导演,nm0950600,https://img9.doubanio.com/view/celebrity/raw/public/p1499449986.84.jpg,,,,,
1274900,姜宏波 Hongbo Jiang,姜宏波,Hongbo Jiang,女,摩羯座,1973年01月18日,"中国,黑龙江,齐齐哈尔",演员,nm1592136,https://img1.doubanio.com/view/celebrity/raw/public/p25040.jpg,,姜鸿波 / 姜易宏,,,
1317083,丛志军 Zhijun Cong,丛志军,Zhijun Cong,,水瓶座,,"中国,辽宁,大连",演员,nm0174600,https://img1.doubanio.com/view/celebrity/raw/public/p38637.jpg,,丛智军,,1928年02月09日 至 2007年05月01日,
1331422,李丛喜 Congxi Li,李丛喜,Congxi Li,男,,,,演员 / 导演 / 制片人 / 制片管理 / 编剧,nm0944449,https://img9.doubanio.com/view/celebrity/raw/public/p1621494755.36.jpg,,李从喜(本名) / 喜子,,,
1005531,泽田谦也 Kenya Sawada,泽田谦也,Kenya Sawada,男,水瓶座,1965年01月28日,"日本,神奈川县",演员 / 编剧,nm0767986,https://img1.doubanio.com/view/celebrity/raw/public/p16848.jpg,Kenya,拳也,,,
1331423,李海滨 Haibin Li,李海滨,Haibin Li,男,,,,演员,nm0508412,https://img9.doubanio.com/view/celebrity/raw/public/p1575735604.74.jpg,,,,,
1331424,蔡卫东 Weidong Cai,蔡卫东,Weidong Cai,男,摩羯座,1959年01月13日,,演员 / 美术,nm0128755,https://img9.doubanio.com/view/celebrity/raw/public/p1594115453.4.jpg,,,,,
1331425,陈莲梅 Lianmei Chen,陈莲梅,Lianmei Chen,女,,,河北唐山,演员 / 其它,nm0155301,https://img1.doubanio.com/view/personage/raw/public/628bc3f530ffaec2daeb6ae3c0b69f8d.jpg,,,,,
1043190,陈强 Qiang Chen,陈强,Qiang Chen,男,天蝎座,,"中国,河北,宁晋",演员 / 导演,nm0155350,https://img1.doubanio.com/view/celebrity/raw/public/p49998.jpg,Qingsan Chen (本名),陈庆三(本名),李玉洁(妻) / 陈布达(长子) / 陈佩斯(次子) / 陈丽达(女儿),1918年11月11日 至 2012年06月26日,
1331426,宫路佳具 Yoshimoto Miyaji,宫路佳具,Yoshimoto Miyaji,男,,,日本,演员,nm0594362,https://img2.doubanio.com/view/celebrity/raw/public/p1411458078.62.jpg,,,,,
1016156,石山雄大 Yudai Ishiyama,石山雄大,Yudai Ishiyama,,摩羯座,1941年01月15日,"日本,东京",演员,nm1001100,https://img1.doubanio.com/view/celebrity/raw/public/p1522226274.77.jpg,,,,,
1453199,姜金才 Jincai Jiang,姜金才,Jincai Jiang,,,,,演员,nm11525464,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1453198,石山雄太 Yuta Ishiyama,石山雄太,Yuta Ishiyama,,,,,演员,nm11525454,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
1453197,山田将之 Masayuki Yamada,山田将之,Masayuki Yamada,男,,,,演员,nm2428154,https://img1.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,,
